"","ID","CTRL","EXPD4","FC","Pvalue","Gene Symbol"
"62","1416366_PM_at",6.78367233827277,7.93506625562073,1.15139391734796,0.0307474804589736,"Ndufc2"
"63","1416379_PM_at",5.90214974737408,7.66229378442862,1.76014403705454,0.00772238420658888,"Panx1"
"64","1416407_PM_at",6.20845283904884,7.30130325850679,1.09285041945795,0.0402403102863984,"Pea15a"
"65","1416415_PM_a_at",8.60729249385904,9.89759929078855,1.29030679692951,0.00525305210936256,"H2afz"
"66","1416417_PM_a_at",7.72379282725708,9.03917170912148,1.3153788818644,0.0456084832248161,"Ndufb7"
"67","1416425_PM_at",4.81510376578976,6.34999592272898,1.53489215693922,0.0136148322252163,"Pex19"
"68","1416431_PM_at",4.46958860388584,8.67626589002832,4.20667728614248,0.0136351882629714,"Tubb6"
"69","1416445_PM_at",5.8876715870227,7.43159367205994,1.54392208503723,0.0150221061360511,"Fam98a"
"70","1416461_PM_at",6.44963761168932,7.5594783718695,1.10984076018018,0.0110007002265855,"Caprin1"
"71","1416478_PM_a_at",6.96003020144367,9.06798613653264,2.10795593508897,0.00499370599378945,"Mdh2"
"72","1416514_PM_a_at",4.97578006665666,8.49879279305193,3.52301272639527,0.0175338596543903,"Fscn1"
"73","1416515_PM_at",6.06666177730607,7.92443186999161,1.85777009268554,0.0408262496923038,"Fscn1"
"74","1416551_PM_at",3.75676249972305,6.51429671015288,2.75753421042983,0.029046113644105,"Atp2a2"
"75","1416558_PM_at",5.30993272127753,6.83419548131496,1.52426276003743,0.0130703042848474,"Melk"
"76","1416566_PM_at",6.80549185114407,8.75210565888836,1.94661380774429,0.0170839477117981,"Strap"
"77","1416567_PM_s_at",6.01608657765361,8.10123077923563,2.08514420158202,0.0251506068402065,"Atp5e"
"78","1416569_PM_at",4.78336348887979,6.30538756330491,1.52202407442513,0.0389007008032632,"Actl6a"
"79","1416576_PM_at",4.1179780726647,5.83888764762261,1.72090957495791,0.0245881907427077,"Socs3"
"80","1416589_PM_at",7.79412593058774,9.29511994086163,1.50099401027389,0.0119921918009201,"Sparc"
"81","1416595_PM_at",5.34389194767512,6.81043800419183,1.46654605651671,0.0167310726644316,"Mrps22"
"82","1416605_PM_at",5.66885394899097,8.46936644944554,2.80051250045457,0.0271971080816789,"Nhp2"
"83","1416606_PM_s_at",8.01966792459564,9.45116449733174,1.43149657273609,0.0108400822121475,"Nhp2"
"84","1416629_PM_at",4.66125249461895,5.6707414208397,1.00948892622075,0.0476895716535297,"Slc1a5"
"85","1416633_PM_a_at",5.58874568523212,7.22897678436249,1.64023109913038,0.0385948531757734,"Fam96a"
"86","1416651_PM_at",5.97117417864452,7.16742845060684,1.19625427196232,0.00948378029384834,"Znhit2"
"87","1416657_PM_at",7.69218357817341,8.99568669182286,1.30350311364945,0.0153185494731307,"Akt1"
"88","1416696_PM_at",5.40120696435209,6.4381462334561,1.03693926910401,0.0220384837042002,"D17Wsu104e"
"89","1416698_PM_a_at",6.41166546429962,8.64870269107935,2.23703722677972,0.0170448408513017,"Cks1b"
"90","1416726_PM_s_at",6.40574810829441,7.93251386720163,1.52676575890722,0.0333966980540257,"Ube2s"
"91","1416786_PM_at",5.65819413181473,7.04142279014235,1.38322865832763,0.0366460696766865,"Acvr1"
"92","1416802_PM_a_at",5.50707901603062,7.20515416073936,1.69807514470874,0.012480574475485,"Cdca5"
"93","1416815_PM_s_at",7.88252509301368,9.1510878096208,1.26856271660712,0.0445056452021816,"Bub3"
"94","1416871_PM_at",6.08949702956721,8.00703308691038,1.91753605734317,0.00588921906441806,"Adam8"
"95","1416881_PM_at",6.38739258732393,8.04256604140185,1.65517345407792,0.00770105806153283,"Mcl1"
"96","1416896_PM_at",5.96367275207723,7.0473157116743,1.08364295959707,0.0416239842579228,"Rps6ka1"
"97","1416911_PM_a_at",5.89791667528615,7.10772569111107,1.20980901582492,0.00979049206974081,"Akirin1"
"98","1416931_PM_at",5.93678981270719,8.10377412998096,2.16698431727377,0.00180456206855008,"Nif3l1"
"99","1416973_PM_at",7.50720287891034,9.29753063955256,1.79032776064222,0.00269722427736038,"Nhp2l1"
"100","1417005_PM_at",5.02772138968962,6.07277088545892,1.0450494957693,0.0424907141190149,"Klc1"
"101","1417027_PM_at",5.27675315893455,3.35228725141505,-1.92446590751949,0.0378784046715177,"Trim2"
"102","1417029_PM_a_at",6.74648416708207,5.30580302219165,-1.44068114489042,0.0265030617587887,"Trim2"
"103","1417109_PM_at",5.4280508967202,8.91111027944253,3.48305938272234,0.0401334559416089,"Tinagl1"
"104","1417125_PM_at",7.26443977247819,8.77058862925075,1.50614885677256,0.0199187531420626,"Ahcy"
"105","1417132_PM_at",5.17959998959116,6.22859560489082,1.04899561529966,0.0162883142073867,"Cdc25a"
"106","1417182_PM_at",4.84178389672094,6.28860493739419,1.44682104067325,0.0212906516896442,"Dnaja2"
"107","1417191_PM_at",3.73858590391319,4.9336406907431,1.19505478682991,0.00556540436280105,"Dnajb9"
"108","1417250_PM_at",7.10825454299058,8.9279600470079,1.81970550401733,0.00886878170115093,"Rlim"
"109","1417258_PM_at",8.64753628681544,9.6956772603802,1.04814097356476,0.0129611525876205,"Cct5"
"110","1417287_PM_at",6.79204059946987,8.43460969925301,1.64256909978314,0.0339075402181781,"H13"
"111","1417308_PM_at",9.87196533248484,10.9383688588044,1.0664035263196,0.0173619935744808,"Pkm2"
"112","1417341_PM_a_at",4.33358340721454,5.82634874062266,1.49276533340812,0.000805855524163674,"Ppp1r2"
"113","1417344_PM_at",5.84817117307543,7.53107221679677,1.68290104372134,0.00533409098193075,"2900064A13Rik"
"114","1417366_PM_s_at",7.77526149492092,9.56161450527694,1.78635301035602,0.0467782300176258,"Calm1"
"115","1417391_PM_a_at",4.87845768367088,3.77604321186295,-1.10241447180792,0.0125407357800055,"Il16"
"116","1417398_PM_at",3.9997548158169,6.78665978505231,2.78690496923541,0.00806748279585311,"Rras2"
"117","1417407_PM_at",5.58349045049681,6.63744070173928,1.05395025124246,0.0206270895857391,"Fbxl14"
"118","1417434_PM_at",5.33870343383237,7.3281847925881,1.98948135875573,0.036089650150383,"Gpd2"
"119","1417450_PM_a_at",6.3358906171737,8.34788625338446,2.01199563621076,0.0163624318923428,"Tacc3"
"120","1417488_PM_at",5.69012478988723,8.17474580780356,2.48462101791633,0.0210698056494221,"Fosl1"
"121","1417511_PM_at",6.18862551943911,7.40525444089511,1.216628921456,0.0282596673865229,"Lyar"
"122","1417534_PM_at",7.75172563718988,6.26797268235311,-1.48375295483677,0.03571454995441,"Itgb5"
"123","1417544_PM_a_at",5.36360891925015,7.83363240761054,2.47002348836039,0.00584759842484762,"Flot2"
"124","1417606_PM_a_at",6.18053234345991,8.51985898397961,2.33932664051971,0.0292425938274177,"Calr"
"125","1417612_PM_at",4.56642655512066,6.57275402603948,2.00632747091882,0.0344760671536562,"Ier5"
"126","1417625_PM_s_at",3.80523220250944,5.10253325485426,1.29730105234482,0.0265575341222628,"Cxcr7"
"127","1417627_PM_a_at",4.14662234985441,5.76488788966553,1.61826553981112,0.0466021033491505,"Limk1"
"128","1417648_PM_s_at",3.97934861275348,5.86617320907125,1.88682459631776,0.0487156926062869,"Snx5"
"129","1417657_PM_s_at",4.90478872248457,6.49289273555887,1.5881040130743,0.033110265273935,"Dnajc2"
"130","1417659_PM_at",4.06956133974382,6.70631192179878,2.63675058205496,0.0449395411595141,"Vps29"
"131","1417715_PM_a_at",7.54009084456721,9.4201415267915,1.88005068222429,0.0165073064101323,"Got2"
"132","1417716_PM_at",8.82676945001392,10.5484886362278,1.72171918621391,0.00151558115900755,"Got2"
"133","1417720_PM_at",8.54191262741952,9.64040190797684,1.09848928055732,0.0131753970763064,"Polr2j"
"134","1417723_PM_at",4.22248130563968,5.50008339189872,1.27760208625904,0.0247907797531786,"Ube2j1"
"135","1417725_PM_a_at",5.57765445695852,6.87734604138509,1.29969158442657,0.017766500494451,"Sssca1"
"136","1417726_PM_at",5.55674865208833,7.30496622401253,1.74821757192419,0.0378335446352875,"Sssca1"
"137","1417727_PM_at",6.16284836445897,7.34841383492896,1.18556547046999,0.0409480696825682,"Sfrs9"
"138","1417736_PM_at",5.51475622704568,6.78062196050771,1.26586573346203,0.0254003521507854,"Smc6"
"139","1417763_PM_at",8.43760579131447,9.50444799743697,1.06684220612251,0.0328935373219151,"LOC636537 /// Ssr1"
"140","1417764_PM_at",8.05193760327955,9.25785509135505,1.2059174880755,0.00763131708974843,"LOC636537 /// Ssr1"
"141","1417766_PM_at",6.26181699494971,7.60943996276887,1.34762296781916,0.0480078927840797,"Cyb5b"
"142","1417775_PM_at",6.25317671657848,7.69608564694266,1.44290893036418,0.0363756791529659,"Polr1a"
"143","1417797_PM_a_at",5.79431311414265,7.11823783210152,1.32392471795887,0.0120816509592758,"1810019J16Rik"
"144","1417825_PM_at",7.7794941632525,8.98023505028078,1.20074088702828,0.0453578678391836,"Esd"
"145","1417865_PM_at",6.3644899248908,7.70509868129522,1.34060875640442,0.0408817614807704,"Tnfaip1"
"146","1417887_PM_at",5.73372504243776,7.84448211306187,2.11075707062411,0.0388843967445822,"Ints5"
"147","1417910_PM_at",4.8505958120347,6.62476626287497,1.77417045084027,0.0414832136897753,"Ccna2"
"148","1417911_PM_at",7.7456997007046,9.31119860544164,1.56549890473704,0.0141552801382209,"Ccna2"
"149","1417921_PM_at",5.05490096802634,6.05879455561917,1.00389358759283,0.0041794132998244,"2610029G23Rik"
"150","1417930_PM_at",5.27921030914743,4.20990730273672,-1.06930300641071,0.0105814073593802,"Nab2"
"151","1417947_PM_at",7.48736718973352,8.94435574125661,1.45698855152309,0.022330215360333,"Pcna"
"152","1417953_PM_at",6.13884322903845,7.35087182613497,1.21202859709652,0.0477261327571939,"Fam3c"
"153","1418008_PM_at",6.90925776330608,5.63111100962982,-1.27814675367627,0.0461431193915585,"Gcfc1"
"154","1418014_PM_a_at",7.43541873405475,8.86801529615275,1.432596562098,0.0158659242655381,"B4galt1"
"155","1418024_PM_at",7.0223486148812,8.13162632415202,1.10927770927082,0.0263955188418625,"Naa15"
"156","1418035_PM_a_at",4.11109041795632,5.71409440928395,1.60300399132764,0.0314621339823268,"Prim2"
"157","1418078_PM_at",7.90530106740728,9.90600026617955,2.00069919877228,0.0210572160538549,"Psme3"
"158","1418083_PM_at",6.31806539534687,7.33620599365712,1.01814059831025,0.00857195293659439,"0610009B22Rik"
"159","1418188_PM_a_at",10.1916823282966,9.15951618871794,-1.03216613957867,0.00567910113064197,"Malat1"
"160","1418198_PM_a_at",4.73871077018025,6.093994685512,1.35528391533174,0.0162548011623924,"Tm9sf1"
"161","1418206_PM_at",5.81936341076589,7.38866802967,1.56930461890411,0.0112460284732715,"Sdf2l1"
"162","1418229_PM_s_at",6.4251483381136,7.96678955664688,1.54164121853328,0.0183635621770387,"Nfu1"
"163","1418316_PM_a_at",5.90959079469319,7.18028032321298,1.27068952851979,0.0381107672546779,"LOC100047588 /// Mark3"
"164","1418324_PM_at",6.5142818609701,8.52749659824438,2.01321473727428,0.0262643333092775,"Fem1b"
"165","1418325_PM_at",5.66778076012335,7.15718779997187,1.48940703984852,0.0246356662720209,"Sephs2"
"166","1418326_PM_at",5.20374600753781,7.82607802955257,2.62233202201477,0.010439944511702,"LOC100047619 /// Slc7a5"
"167","1418433_PM_at",5.62207872819236,6.7784265700725,1.15634784188014,0.0406963571291781,"Cab39"
"168","1418443_PM_at",3.91308254042006,6.02362541690447,2.11054287648441,0.0368084228672834,"Xpo1"
"169","1418468_PM_at",5.46259199196956,6.98312899065405,1.52053699868449,0.0438897157033777,"Anxa11 /// Gm2260 /// Gm2274"
"170","1418503_PM_at",7.55833902145737,8.67005745771172,1.11171843625435,0.00842549929856405,"Hspa9"
"171","1418516_PM_at",5.7724923827657,7.34124263980468,1.56875025703898,0.0474941555900832,"Mtf2"
"172","1418518_PM_at",6.4111537958984,8.16009996182977,1.74894616593137,0.00210096394202405,"Furin"
"173","1418521_PM_a_at",6.80082065122514,8.30286715347597,1.50204650225083,0.0293442549747799,"Mtx1"
"174","1418539_PM_a_at",4.5060559995102,6.66681989881146,2.16076389930125,0.0236439475328076,"Ptpre"
"175","1418576_PM_at",7.26736891708169,8.49505671284069,1.227687795759,0.00548139125947509,"Yipf5"
"176","1418674_PM_at",5.23167302740941,7.9654226040562,2.73374957664679,3.30403302273743e-05,"Osmr"
"177","1418675_PM_at",7.09177482038093,8.13829406158688,1.04651924120595,0.0141223729741937,"Osmr"
"178","1418727_PM_at",5.48223664250775,6.74523497587957,1.26299833337182,0.0387020889308291,"Nup155"
"179","1418945_PM_at",5.22167061405442,7.00000055733919,1.77832994328477,0.0410643558955487,"Mmp3"
"180","1418954_PM_at",5.68068245527307,4.66541212894565,-1.01527032632742,0.0182652684898429,"Camkk1"
"181","1419036_PM_at",4.82727439622108,6.95287210244913,2.12559770622804,0.0383631324531159,"Csnk2a1 /// Gm10031"
"182","1419067_PM_a_at",6.28267587292592,7.57341451644177,1.29073864351585,0.00289492592451952,"Rabgef1"
"183","1419086_PM_at",6.43730920220507,8.36328381374908,1.92597461154401,0.00667943008237087,"Fgfbp1"
"184","1419110_PM_at",4.94103992393038,6.45334335754085,1.51230343361047,0.0158667692242971,"Riok1"
"185","1419168_PM_at",7.11148861596888,9.6416634890006,2.53017487303172,0.0174864264685108,"Mapk6"
"186","1419169_PM_at",4.17963528639495,7.08488996639595,2.90525468000099,0.0276716960405308,"Mapk6"
"187","1419181_PM_at",2.44762297582559,3.49139396213072,1.04377098630513,0.0479827920350799,"Zfp326"
"188","1419266_PM_at",3.63235589891113,5.66701269302542,2.03465679411429,0.0105388155862327,"Nfyb"
"189","1419272_PM_at",4.59901446907531,5.86980394718471,1.2707894781094,0.0113018109769283,"Myd88"
"190","1419275_PM_at",7.13024972117706,8.33860204212328,1.20835232094622,0.0282430614839596,"Dazap1"
"191","1419278_PM_at",5.10102293765208,6.32961832837456,1.22859539072248,0.0201672887895421,"Usp48"
"192","1419290_PM_at",6.41482758992693,7.80754286288954,1.3927152729626,0.00875831154044656,"Mettl6"
"193","1419342_PM_at",4.86530817736668,6.52152556652861,1.65621738916193,0.00242057749084035,"Tram2"
"194","1419351_PM_a_at",5.4838260157008,7.78881778329223,2.30499176759143,0.0205770525600305,"l7Rn6"
"195","1419352_PM_at",5.35260601833084,7.40531519977239,2.05270918144156,0.0342000775992097,"l7Rn6"
"196","1419358_PM_at",4.39662080268123,7.74209819482961,3.34547739214837,0.00127037642520433,"Sorcs2"
"197","1419363_PM_a_at",6.79164297312419,7.93111006986597,1.13946709674178,0.0128665781014788,"Mrpl35"
"198","1419404_PM_s_at",4.43054328594477,5.51950066914142,1.08895738319665,0.0425021398810147,"Siah1a /// Siah1b"
"199","1419452_PM_at",5.62085569425398,7.47808998390979,1.85723428965581,0.0282897550375337,"Uchl5"
"200","1419459_PM_a_at",4.26963398051612,5.30492727011377,1.03529328959764,0.0442619165770345,"Magt1"
"201","1419543_PM_a_at",6.79418035202227,7.87332945690507,1.0791491048828,0.00593889864502471,"Tra2b"
"202","1419619_PM_at",7.84894291463537,5.88625158134206,-1.96269133329331,0.0339478832793038,"Krt80"
"203","1419737_PM_a_at",10.2997856120098,11.4307101530598,1.13092454105003,0.0452600104106601,"Ldha"
"204","1419819_PM_s_at",5.84848894103341,7.16429682077394,1.31580787974053,0.024703984843712,"Sec63"
"205","1419829_PM_a_at",3.92378075969672,2.70997118650514,-1.21380957319158,0.045689256939553,"Gab2"
"206","1419943_PM_s_at",5.78737955294614,8.11387216461518,2.32649261166904,0.0152352121488607,"Ccnb1"
"207","1419944_PM_at",5.54546495739263,7.98911034323954,2.4436453858469,0.0201212450021123,"Ccnb1"
"208","1420004_PM_s_at",5.14967329899985,6.34271593761931,1.19304263861946,0.016405259450709,"Pom121"
"209","1420024_PM_s_at",7.10157620164658,8.517896419184,1.41632021753742,0.0409954557633793,"Etf1"
"210","1420043_PM_s_at",6.65363301222479,8.25464924246432,1.60101623023952,0.00894153689363031,"Thoc1"
"211","1420088_PM_at",9.02174685967555,10.1167527319893,1.09500587231372,0.017839685938323,"Nfkbia"
"212","1420117_PM_at",5.47515353985167,6.99171954008109,1.51656600022942,0.0342181385138481,""
"213","1420142_PM_s_at",7.4452489106648,9.43069864079469,1.98544973012989,0.0402863096946358,"Pa2g4"
"214","1420170_PM_at",5.96851020103406,7.09348141787899,1.12497121684493,0.0431182361934722,"Myh9"
"215","1420388_PM_at",5.22195415628882,7.57447856184479,2.35252440555597,0.00346352186476318,"Prss12"
"216","1420474_PM_at",6.78415031052117,8.29155394462412,1.50740363410295,0.0356646896809572,"Mtpn"
"217","1420476_PM_a_at",5.62424631409517,7.50861561015997,1.8843692960648,0.00257146048407357,"Gm4204 /// Nap1l1"
"218","1420491_PM_at",5.05187329859968,6.36253630076281,1.31066300216313,0.0240577873147852,"Eif2s1"
"219","1420502_PM_at",5.95896931057174,7.5096980786473,1.55072876807556,0.0307014696411713,"Sat1"
"220","1420592_PM_a_at",4.76284251075738,7.4316508904908,2.66880837973342,0.00611459969070847,"Anp32e"
"221","1420612_PM_s_at",6.81266167809653,8.14052367034698,1.32786199225045,0.0303095723184567,"Ptp4a2"
"222","1420631_PM_a_at",6.42573787881717,7.46641734754184,1.04067946872467,0.038165683104596,"Blcap"
"223","1420646_PM_at",6.57697052650977,7.72642388594093,1.14945335943115,0.02336238816091,"Nus1"
"224","1420655_PM_at",7.43254542172652,5.94211948043035,-1.49042594129617,0.0198329080682103,"Pnpla3"
"225","1420747_PM_at",5.18322788881475,3.92196396855057,-1.26126392026417,0.0321944275125321,"Ppnr"
"226","1420852_PM_a_at",4.3286342056351,5.34434217149045,1.01570796585535,0.0453463302089081,"B3gnt2"
"227","1420867_PM_at",7.75221334232735,8.89965451409496,1.14744117176761,0.034883369774785,"Tmed2"
"228","1420873_PM_at",4.28861060913767,6.63769018255666,2.34907957341899,0.0155356530445231,"Twf1"
"229","1420874_PM_at",6.38081164958656,8.18201739534179,1.80120574575522,0.044269002470306,"Twf1"
"230","1420875_PM_at",5.93393414779004,8.63082758353464,2.6968934357446,0.00123753001476571,"Twf1"
"231","1420886_PM_a_at",3.63199364839683,5.12872926555402,1.49673561715719,0.0176889815340447,"Xbp1"
"232","1420893_PM_a_at",4.18722173492938,5.94393283823036,1.75671110330098,0.00621434950837283,"Tgfbr1"
"233","1420917_PM_at",6.05689565536751,7.59852331772013,1.54162766235262,0.0387346347281284,"Prpf40a"
"234","1420930_PM_s_at",4.824671242586,6.75668793927638,1.93201669669038,0.00226320907729481,"Ctnnal1"
"235","1420975_PM_at",6.33533557143794,5.17955768234671,-1.15577788909123,0.0358678846981591,"Baz1b"
"236","1421006_PM_at",7.19670002094696,5.60786855880707,-1.58883146213989,0.046269973896967,"Col4a6"
"237","1421007_PM_at",6.5634198074865,4.47511501178719,-2.0883047956993,0.00347335201904956,"Col4a6"
"238","1421034_PM_a_at",5.22438058478345,7.14459300740045,1.92021242261699,0.0241257302696613,"Il4ra"
"239","1421105_PM_at",7.77836748891283,8.8858058247028,1.10743833578997,0.004616401990805,"Jag1"
"240","1421137_PM_a_at",5.0616041759859,3.31235672912829,-1.74924744685761,0.0167807049816764,"Pkib"
"241","1421279_PM_at",6.20058097828268,7.49866802695853,1.29808704867584,0.0242561788947731,"Lamc2"
"242","1421343_PM_at",5.70924778172938,6.88128131492427,1.17203353319489,0.0218557817797226,""
"243","1421365_PM_at",7.59347954916756,5.94518512269846,-1.6482944264691,0.0485817506306753,"Fst"
"244","1421498_PM_a_at",5.80687080318674,7.24719459568207,1.44032379249532,0.0316204818807374,"2010204K13Rik"
"245","1421529_PM_a_at",6.54225992811858,8.28248013043472,1.74022020231614,0.0473239172428758,"Txnrd1"
"246","1421533_PM_at",7.43709765456401,8.9190424236251,1.48194476906109,0.0245283656553472,"Slc7a1"
"247","1421545_PM_a_at",6.574478130408,4.98221156803457,-1.59226656237342,0.0226265848782647,"Syne1"
"248","1421624_PM_a_at",5.76064013870503,7.76544714112977,2.00480700242473,0.0152843131105436,"Enah"
"249","1421656_PM_at",4.66774896553966,6.52135086837822,1.85360190283856,0.0233615719870903,"Spry2"
"250","1421729_PM_a_at",5.45054526449679,7.67850896665897,2.22796370216218,0.000580120403632048,"Fert2"
"251","1421811_PM_at",4.31556400454064,7.36313659523213,3.04757259069149,0.0287381606501422,"LOC640441 /// Thbs1"
"252","1421814_PM_at",6.28733219588374,8.07269916228098,1.78536696639724,0.0217358400187983,"Msn"
"253","1421817_PM_at",5.30761764209311,6.85746796028461,1.5498503181915,0.0233270685431592,"Gsr"
"254","1421821_PM_at",7.57725590609941,9.30390334291913,1.72664743681972,0.0334303068294794,"Ldlr"
"255","1421847_PM_at",8.87242771743634,10.1135208645897,1.24109314715336,0.0462293288948446,"Wsb2"
"256","1421872_PM_at",7.3871661752556,8.51755586371414,1.13038968845854,0.0133114694923556,"Rab24"
"257","1421874_PM_a_at",5.74005100472834,7.069042182326,1.32899117759766,0.00887324353558976,"Mrps23"
"258","1421890_PM_at",5.93653000360102,7.16668067142798,1.23015066782696,0.0226953892183401,"St3gal2"
